entities:Contributor;;;what is <A> contributor's name;select ?a where { <A> foaf:name ?a};select distinct ?a where { ?a foaf:name [] }
entities:Contributor;;;what avatar does the <A> contributor have;select ?a where { <A> git:avatar ?a };select distinct ?a where { ?a git:avatar [] }
entities:Contributor;;;what is <A> contributor's account name;select ?a where { <A> foaf:accountName ?a};select distinct ?a where { ?a foaf:accountName [] }
entities:Contributor;;;what name and surname does the <A> contributor have;select ?a where {  <A> 0.1:accountName ?a };select distinct ?a where { ?a 0.1:accountName [] }
entities:Contributor;;;which projects did the <A> contributor contribute;select ?a where {  <A> terms:contributor ?a };select distinct ?a where { ?a terms:contributor [] }
entities:Contributor;;;what projects did <A> contributor contribute to;select ?a where { <A> terms:contributor ?a};select distinct ?a where { ?a terms:contributor [] }
entities:Contributor;;;which keyword does the <A> contributor have;select ?a where {  <A> dcat:keyword ?a };select distinct ?a where { ?a dcat:keyword [] }
entities:Contributor;;;which groups does the <A> contributor have;select ?a where {  <A> git:contributorGroup ?a };select distinct ?a where { ?a git:contributorGroup [] }
entities:Contributor;;;what is <A> contributor's groups;select ?a where { <A> git:contributorGroup ?a};select distinct ?a where { ?a git:contributorGroup [] }
entities:Contributor;;;what languages does <A> contributor use;select ?a where { <A> terms:language ?a};select distinct ?a where { ?a terms:language [] }
entities:Contributor;;;which languages does <A> contributor support;select ?a where { <A> terms:language ?a};select distinct ?a where { ?a terms:language [] }
entities:Contributor;;;what bio does the <A> contributor have;select ?a where {  <A> git:bio ?a };select distinct ?a where { ?a git:bio [] }
entities:Contributor;;;how many commits does the <A> contributor have;select ?a where { <A> git:commitsCount ?a };select distinct ?a where { ?a git:commitsCount [] }
entities:Repository;;;when was modified the <A> repository;select ?a where { <A> terms:modified ?a };select distinct ?a where { ?a terms:modified [] }
entities:Repository;;;when was created the <A> repository;select ?a where { <A> terms:created ?a };select distinct ?a where { ?a terms:created [] }
entities:Repository;;;how many subscribers does the <A> repository have;select ?a where { <A> git:subscribers ?a };select distinct ?a where { ?a git:subscribers [] }
entities:Repository;;;how many stars does the <A> repository have;select ?a where { <A> git:stars ?a };select distinct ?a where { ?a git stars [] }
entities:Repository;;;how many contributions does the <A> repository have;select ?a where { <A> git:contributions ?a };select distinct ?a where { ?a git:contributions [] }
entities:Repository;;;how many forks does the <A> repository have;select ?a where { <A> git:forks ?a };select distinct ?a where { ?a git:forks [] }
entities:Repository;;;does the <A> repository have the <B> license;select ?a where { <A> terms:license <B> };select distinct ?a ?b where { ?a terms:license ?b }
entities:Repository;;;does the <A> repository have the <B> host;select ?a where { <A> git:host <B> };select distinct ?a ?b where { ?a git:host ?b }
entities:Repository;;;does the <A> repository have the <B> title;select ?a where { <A> terms:title <B> };select distinct ?a ?b where { ?a terms:title ?b }
entities:Repository;;;does the <A> repository have the <B> stars;select ?a where { <A> git:stars <B> };select distinct ?a ?b where { ?a git stars ?b }
entities:Repository;;;does the <A> repository have the <B> forks;select ?a where { <A> git:forks <B> };select distinct ?a ?b where { ?a git:forks ?b }
entities:Repository;;;does the <A> repository have the <B> homepage;select ?a where { <A> git:homepage <B> };select distinct ?a ?b where { ?a git:homepage ?b }
entities:Repository;;;does the <A> repository have the <B> varsion;select ?a where { <A> terms:hasVersion <B> };select distinct ?a ?b where { ?a terms:hasVersion [] ?b}
entities:Repository;;;which version does the <A> repository have;select ?a where { <A> terms:hasVersion ?a };select distinct ?a where { ?a terms:hasVersion [] }
entities:Repository;;;which keyword does <A> repository have;select ?a where { <A> dcat:keyword ?a};select distinct ?a where { ?a dcat:keyword [] }
entities:Repository;;;which language does the <A> repository have;select ?a where { <A> terms:language ?a };select distinct ?a where { ?a terms:language [] }
entities:Repository;;;which landing page does the <A> repository have;select ?a where { <A> dcat:landingPage ?a };select distinct ?a where { ?a dcat:landingPage [] }
entities:Repository;;;which identifier does the <A> repository have;select ?a where { <A> terms:identifier ?a };select distinct ?a where { ?a terms:identifier [] }
entities:Repository;;;who contributed to the <A> repository;select ?a where {  <A> terms:contributor ?a };select distinct ?a where { ?a terms:contributor [] }
entities:Repository;;;what is the <A> repository's id;select ?a where { <A> terms:identifier ?a};select distinct ?a where { ?a terms:identifier [] }
entities:Repository;;;what is the <A> repository's safety score;select ?a where { <A> cve2:safetyScore ?a};select distinct ?a where { ?a cve2:safetyScore [] }
entities:Repository;;;what is the <A> repository's avatar;select ?a where { <A> git:avatar ?a};select distinct ?a where { ?a git:avatar [] }
entities:Repository;;;what is the <A> repository's description;select ?a where { <A> terms:description ?a};select distinct ?a where { ?a terms:description [] }
entities:Repository;;;what is the <A> repository's version;select ?a where { <A> terms:hasVersion ?a};select distinct ?a where { ?a terms:hasVersion [] }
entities:Repository;;;what is the <A> repository's homepage;select ?a where { <A> git:homepage ?a};select distinct ?a where { ?a git:homepage [] }
entities:Repository;;;what is the host of the <A> repository;select ?a where { <A> git:host ?a};select distinct ?a where { ?a git:host [] }
entities:Repository;;;what is the size of the <A> repository;select ?a where { <A> git:size ?a};select distinct ?a where { ?a git:size [] }
entities:Repository;;;what is the rank of the <A> repository;select ?a where { <A> git:rank ?a};select distinct ?a where { ?a git:rank [] }
entities:Repository;;;what is the landing page of the <A> repository;select ?a where { <A> dcat:landingPage ?a};select distinct ?a where { ?a dcat:landingPage [] }
entities:Repository;;;what is the label of the <A> repository;select ?a where { <A> skos:prefLabel ?a};select distinct ?a where { ?a skos:prefLabel [] }
entities:Repository;;;what is the broader of the <A> repository;select ?a where { <A> skos:broader ?a};select distinct ?a where { ?a skos:broader [] }
entities:Repository;;;what is the revision date in the <A> repository;select ?a where { <A> git:revisionDate ?a };select distinct ?a where { ?a git:revisionDate [] }
entities:Repository;;;what description does the <A> repository have;select ?a where {  <A> terms:description ?a };select distinct ?a where { ?a terms:description [] }
entities:Repository;;;what identifier does the <A> repository have;select ?a where {  <A> terms:identifier ?a };select distinct ?a where { ?a terms:identifier [] }
entities:Repository;;;what languages are used in the <A> repository;select ?a where {  <A> terms:language ?a };select distinct ?a where { ?a terms:language [] }
entities:Repository;;;what license does the <A> repository have;select ?a where {  <A> terms:license ?a };select distinct ?a where { ?a terms:license [] }
entities:Repository;;;what title does the <A> repository  have;select ?a where {  <A> terms:title ?a };select distinct ?a where { ?a terms:title [] }
entities:Repository;;;what host does the <A> repository  have;select ?a where {  <A> git:host ?a };select distinct ?a where { ?a git:host [] }
entities:Repository;;;what similar contributors do the <A> and the <B> repositories  have;select ?a ?b where {  <A> terms:contributor ?a <B> terms:contributor ?b filter ((?a=?b)) };select distinct ?a where { ?a terms:contributor [] }
entities:Repository;;;what avatar does the <A> repository have;select ?a where { <A> git:avatar ?a };select distinct ?a where { ?a git:avatar [] }
entities:Repository;;;what homepage does the <A> repository have;select ?a where { <A> git:homepage ?a };select distinct ?a where { ?a git:homepage [] }
entities:Repository;;;what rank does the <A> repository have;select ?a where { <A> git:rank ?a };select distinct ?a where { ?a git:rank [] }
entities:Repository;;;what size does the <A> repository have;select ?a where { <A> git:size ?a };select distinct ?a where { ?a git:size [] }
entities:Repository;;;what license does the <A> repository have;select ?a where { <A> terms:license ?a};select distinct ?a where { ?a terms:license [] }
entities:Repository;;;what type does the <A> repository have;select ?a where { <A> rdf:type ?a };select distinct ?a where { ?a rdf:type [] }
entities:Repository;;;what label does the <A> repository have;select ?a where { <A> skos:prefLabel ?a };select distinct ?a where { ?a skos:prefLabel [] }
entities:Project;;;what description does the <A> project have;select ?a where { <A> terms:description ?a};select distinct ?a where { ?a terms:description [] }
entities:Project;;;which description does the <A> project have;select ?a where {  <A> terms:description ?a };select distinct ?a where { ?a terms:description [] }
entities:Project;;;what is the short description of the <A> project;select ?a where {  <A> git:shortDescription ?a };select distinct ?a where { ?a git:shortDescription [] }
entities:Project;;;what short description does the <A> project have;select ?a where { <A> git:shortDescription ?a };select distinct ?a where { ?a git:shortDescription [] }
entities:Project;;;what title does the <A> project have;select ?a where {  <A> terms:title ?a };select distinct ?a where { ?a terms:title [] }
entities:Project;;;what license does the <A> project have;select ?a where { <A> terms:license ?a };select distinct ?a where { ?a terms:license [] }
entities:Project;;;what homepage does the <A> project have;select ?a where { <A> git:homepage ?a };select distinct ?a where { ?a git:homepage [] }
entities:Project;;;which homepage does the <A> project have;select ?a where {  <A> git:homepage ?a };select distinct ?a where { ?a git:homepage [] }
entities:Project;;;what repositories does the <A> project have;select ?a where { <A> git:repository ?a };select distinct ?a where { ?a git:repository [] }
entities:Project;;;what label does the <A> project have;select ?a where { <A> skos:prefLabel ?a };select distinct ?a where { ?a skos:prefLabel [] }
entities:Project;;;which label does the <A> project have;select ?a where {  <A> skos:prefLabel ?a };select distinct ?a where { ?a skos:prefLabel [] }
entities:Project;;;what internal keywords does the <A> project have;select ?a where { <A> vocabulary:internalKeyword ?a };select distinct ?a where { ?a vocabulary:internalKeyword [] }
entities:Project;;;what is <A> project's internal keywords;select ?a where { <A> vocabulary:internalKeyword ?a};select distinct ?a where { ?a vocabulary:internalKeyword [] }
entities:Project;;;which keyword does the <A> project have;select ?a where {  <A> dcat:keyword ?a };select distinct ?a where { ?a dcat:keyword [] }
entities:Project;;;what keyword does the <A> project have;select ?a where { <A> dcat:keyword ?a };select distinct ?a where { ?a dcat:keyword [] }
entities:Project;;;what avatar does the <A> project have;select ?a where { <A> git:avatar ?a};select distinct ?a where { ?a git:avatar [] }
entities:Project;;;what type does the <A> project have;select ?a where { <A> rdf:type ?a };select distinct ?a where { ?a rdf:type [] }
entities:Project;;;does the <A> project have the <B> repository;ask ?a where { <A> git:repository <B> };select distinct ?a ?b where { ?a git:repository ?b }
entities:Project;;;is <B> repository in the <A> project;ask ?a where { <A> git:repository <B> };select distinct ?a ?b where { ?a git:repository ?b }
entities:Project;;;does the <A> project have the <B> license;ask ?a where { <A> git:license <B> };select distinct ?a ?b where { ?a git:license ?b }
entities:Project;;;is <B> license in the <A> project;ask ?a where { <A> git:license <B> };select distinct ?a ?b where { ?a git:license ?b }
entities:Project;;;does the <A> project have the <B> keyword;select ?a where { <A> dcat:keyword <B> };select distinct ?a ?b where { ?a dcat:keyword ?b }
entities:Project;;;is <B> keyword in the <A> project;select ?a where { <A> dcat:keyword <B> };select distinct ?a ?b where { ?a dcat:keyword ?b }
entities:Project;;;does the <A> project have the <B> homepage;select ?a where { <A> git:homepage <B> };select distinct ?a ?b where { ?a git:homepage ?b }
entities:Project;;;is <B> homepage in the <A> project;select ?a where { <A> git:homepage <B> };select distinct ?a ?b where { ?a git:homepage ?b }
entities:License;;;which limitations does the <A> license have;select ?a where { <A> license:limitations ?a };select distinct ?a where { ?a license:limitations [] }
entities:License;;;what are the limitations of <A> license;select ?a where { <A> license:limitations ?a};select distinct ?a where { ?a license:limitations [] }
entities:License;;;which notes does the <A> license have;select ?a where { <A> license:note ?a };select distinct ?a where { ?a license:note [] }
entities:License;;;which landing page does the <A> license have;select ?a where { <A> dcat:landingPage ?a };select distinct ?a where { ?a dcat:landingPage [] }
entities:License;;;what is the landing page of <A> license;select ?a where { <A> dcat:landingPage ?a};select distinct ?a where { ?a dcat:landingPage [] }
entities:License;;;which type does the <A> license have;select ?a where { <A> rdf:type ?a };select distinct ?a where { ?a rdf:type [] }
entities:License;;;which title does the <A> license have;select ?a where { <A> terms:title ?a };select distinct ?a where { ?a terms:title [] }
entities:License;;;what is the title of <A> license;select ?a where { <A> terms:title ?a};select distinct ?a where { ?a terms:title [] }
entities:License;;;which body does the <A> license have;select ?a where { <A> license:body ?a };select distinct ?a where { ?a license:body [] }
entities:License;;;what is the body of <A> license;select ?a where { <A> license:body ?a};select distinct ?a where { ?a license:body [] }
entities:License;;;which conditions does the <A> license have;select ?a where { <A> license:conditions ?a };select distinct ?a where { ?a license:conditions [] }
entities:License;;;what are conditions of <A> license;select ?a where { <A> license:conditions ?a};select distinct ?a where { ?a license:conditions [] }
entities:License;;;what description does the <A> license have;select ?a where { <A> terms:description ?a };select distinct ?a where { ?a terms:description [] }
entities:License;;;what is the description of <A> license;select ?a where { <A> terms:description ?a};select distinct ?a where { ?a terms:description [] }
entities:License;;;what is the id of <A> license;select ?a where { <A> terms:identifier ?a};select distinct ?a where { ?a terms:identifier [] }
entities:License;;;what id does the <A> license have;select ?a where { <A> license:id ?a };select distinct ?a where { ?a license:id [] }
entities:License;;;what name does the <A> license have;select ?a where { <A> license:name ?a };select distinct ?a where { ?a license:name [] }
entities:License;;;what is the name of <A> license;select ?a where { <A> license:name ?a};select distinct ?a where { ?a license:name [] }
entities:License;;;what is the note of <A> license;select ?a where { <A> license:note ?a};select distinct ?a where { ?a license:note [] }
entities:License;;;what are permissions of <A> license;select ?a where { <A> license:permissions ?a};select distinct ?a where { ?a license:permissions [] }
entities:License;;;what permission does the <A> license have;select ?a where { <A> license:permissions ?a };select distinct ?a where { ?a license:permissions [] }
entities:License;;;what signal does the <A> license have;select ?a where { <A> license:signal ?a };select distinct ?a where { ?a license:signal [] }
entities:License;;;what is the signal of <A> license;select ?a where { <A> license:signal ?a};select distinct ?a where { ?a license:signal [] }
entities:License;;;what is the label of <A> license;select ?a where { <A> skos:prefLabel ?a};select distinct ?a where { ?a skos:prefLabel [] }
entities:License;;;what identifier does the <A> license have;select ?a where { <A> terms:identifier ?a };select distinct ?a where { ?a terms:identifier [] }
entities:License;;;what implementation does the <A> license have;select ?a where { <A> license:implementation ?a };select distinct ?a where { ?a license:implementation [] }
entities:License;;;does the <A> license have the <B> name;select ?a where { <A> license:name <B> };select distinct ?a ?b where { ?a license:name ?b }
entities:License;;;does the <A> license have the <B> title;select ?a where { <A> terms:title <B> };select distinct ?a ?b where { ?a terms:title ?b }
entities:License;;;does the <A> license have the <B> type;select ?a where { <A> rdf:type <B> };select distinct ?a ?b where { ?a rdf:type ?b }
entities:License;;;does the <A> license have modification notice;select ?a where { <A> license:modification_notice ?a};select distinct ?a where { ?a license:modification_notice [] }
entities:License;;;does the <A> license include license text;select ?a where { <A> license:include_license_text ?a};select distinct ?a where { ?a license:include_license_text [] }
